,package,fileName,type,desc,priority,start,end,label,code,lineNum,statementNum,branchStatementNum,callNum,cycleComplexity,depth
2984,cassandra-all-3.0.22,ReplicationAwareTokenAllocator,BC_UNCONFIRMED_CAST,STYLE,3,277,277,false,MethodDeclaration Modifier static public ReferenceType ErrorHandlerFactory lookupErrorHandlerBuilder FormalParameter ReferenceType RouteContext routeContext FormalParameter ReferenceType String ref FormalParameter BasicType boolean mandatory IfStatement MethodInvocation ! MemberReference ref isErrorHandlerBuilderConfigured BlockStatement StatementExpression Assignment MemberReference answer MethodInvocation routeContext MethodInvocation getErrorHandlerBuilder getRoute = IfStatement BinaryOperation && BinaryOperation == MemberReference answer Literal null BinaryOperation != MethodInvocation routeContext MethodInvocation getErrorHandlerRef getRoute Literal null BlockStatement StatementExpression Assignment MemberReference answer MethodInvocation routeContext MethodInvocation routeContext MethodInvocation getErrorHandlerRef getRoute ClassReference ReferenceType ErrorHandlerBuilder lookup = End IfStatement BinaryOperation == MemberReference answer Literal null BlockStatement End End,12,2,4,0,1,3
5987,flink-core-1.6.4,HeapMemorySegment,EI_EXPOSE_REP,MALICIOUS_CODE,2,98,98,false,,3,1,0,0,1,2
1228,camel-core-2.24.2,StringDataFormat,DM_DEFAULT_ENCODING,I18N,1,77,77,false,MethodDeclaration Modifier public Annotation Override BasicType boolean rename FormalParameter Modifier final ReferenceType Path src FormalParameter Modifier final ReferenceType Path dst IOException LocalVariableDeclaration Modifier final ReferenceType File VariableDeclarator dstFile MethodInvocation MemberReference dst pathToFile LocalVariableDeclaration Modifier final ReferenceType File VariableDeclarator dstParent MethodInvocation dstFile getParentFile StatementExpression MethodInvocation dstParent mkdirs,7,4,2,1,3,3
207,camel-core-2.21.5,MainDurationEventNotifier,VO_VOLATILE_INCREMENT,MT_CORRECTNESS,2,68,68,true,MethodDeclaration Modifier final public ReferenceType ColumnIdentifier ident RecognitionException TryStatement SwitchStatement MethodInvocation input Literal 1 LA End SwitchStatement MemberReference alt178 SwitchStatementCase Literal 1 BlockStatement StatementExpression Assignment MemberReference t Cast ReferenceType Token MethodInvocation MemberReference input MemberReference IDENT MemberReference FOLLOW_IDENT_in_ident9736 match = IfStatement MemberReference state failed ReturnStatement MemberReference id End IfStatement BinaryOperation == MemberReference state backtracking Literal 0 BlockStatement StatementExpression Assignment MemberReference id MethodInvocation ColumnIdentifier TernaryExpression BinaryOperation != MemberReference t Literal null MethodInvocation t getText Literal null Literal false getInterned = End SwitchStatementCase Literal 2 BlockStatement StatementExpression Assignment MemberReference t Cast ReferenceType Token MethodInvocation MemberReference input MemberReference QUOTED_NAME MemberReference FOLLOW_QUOTED_NAME_in_ident9761 match = IfStatement MemberReference state failed ReturnStatement MemberReference id End IfStatement BinaryOperation == MemberReference state backtracking Literal 0 BlockStatement StatementExpression Assignment MemberReference id MethodInvocation ColumnIdentifier TernaryExpression BinaryOperation != MemberReference t Literal null MethodInvocation t getText Literal null Literal true getInterned = End SwitchStatementCase Literal 3 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_unreserved_keyword_in_ident9780 pushFollow StatementExpression Assignment MemberReference k MethodInvocation unreserved_keyword = StatementExpression MemberReference -- state _fsp IfStatement MemberReference state failed ReturnStatement MemberReference id End IfStatement BinaryOperation == MemberReference state backtracking Literal 0 BlockStatement StatementExpression Assignment MemberReference id MethodInvocation ColumnIdentifier MemberReference k Literal false getInterned = End End CatchClause CatchClauseParameter RecognitionException re,7,3,1,0,3,3
4919,commons-bcel-c6d2ad474e4d1a4540e498e2798b6968022d182c,JavaClass,EI_EXPOSE_REP,MALICIOUS_CODE,2,402,402,false,,3,1,0,0,1,2
3176,cassandra-all-3.11.8,BulkLoader,BC_UNCONFIRMED_CAST,STYLE,3,147,147,false,MethodDeclaration Modifier public ReferenceType Date getTimestamp ReturnStatement MemberReference timestamp,5,2,1,0,2,4
7109,kylin-core-common-3.1.0,QueryContextFacade,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,STYLE,3,102,102,false,,5,3,0,4,1,2
5296,commons-lang-43badd4dfa44b5e0c2fe65cbc20c7766298b5960,StringUtils,ES_COMPARING_PARAMETER_STRING_WITH_EQ,BAD_PRACTICE,1,1215,1215,false,,4,1,1,0,2,2
3555,cassandra-all-3.11.8,OnDiskIndexBuilder,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,3,252,252,false,MethodDeclaration Modifier public setExpression FormalParameter ReferenceType ExpressionDefinition expression IfStatement BinaryOperation instanceof MemberReference expression ReferenceType Expression BlockStatement IfStatement BinaryOperation instanceof MemberReference expression ReferenceType Predicate BlockStatement End End,9,1,2,0,1,3
1743,cassandra-all-2.1.21,CliParser,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,STYLE,2,6000,6000,false,"MethodDeclaration Modifier static synchronized public printThreadInfo FormalParameter ReferenceType PrintStream stream FormalParameter ReferenceType String title IfStatement BinaryOperation == MemberReference PRINT_THREAD_INFO_METHOD Literal null BlockStatement TryStatement StatementExpression Assignment MemberReference PRINT_THREAD_INFO_METHOD ClassReference MethodInvocation Literal ""printThreadInfo"" getMethod ReferenceType ReflectionUtils = CatchClause CatchClauseParameter NoSuchMethodException e StatementExpression MethodInvocation PRINT_THREAD_INFO_METHOD Literal true setAccessible End",25,16,8,3,10,7
3604,cassandra-all-3.11.8,ReadCommand,BC_UNCONFIRMED_CAST,STYLE,3,1296,1296,false,,5,1,0,0,1,3
5170,commons-configuration-0d0dfd5afd2daa93a3eda1170fa050d7d2149c18,ParseException,SBSC_USE_STRINGBUFFER_CONCATENATION,PERFORMANCE,2,117,117,false,,28,20,7,5,8,4
4585,cassandra-all-4.0-beta2,StatsTableComparator,DM_BOXED_PRIMITIVE_FOR_PARSING,PERFORMANCE,1,110,110,false,,9,7,3,2,8,2
4038,cassandra-all-4.0-beta2,Cql_Parser,NP_LOAD_OF_KNOWN_NULL_VALUE,STYLE,3,15158,15158,false,,10,5,2,1,3,4
3851,cassandra-all-4.0-beta2,BulkLoader,BC_UNCONFIRMED_CAST,STYLE,3,155,155,false,,8,4,3,0,5,5
2457,cassandra-all-2.2.18,PendingRangeCalculatorService,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,BAD_PRACTICE,3,94,94,false,MethodDeclaration Modifier final public usingClauseObjective FormalParameter ReferenceType Attributes ReferenceType Raw attrs RecognitionException TryStatement LocalVariableDeclaration BasicType int VariableDeclarator LA50_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation == MemberReference LA50_0 MemberReference K_TIMESTAMP BlockStatement IfStatement BinaryOperation == MemberReference LA50_0 MemberReference K_TTL BlockStatement End End SwitchStatement MemberReference alt50 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference input MemberReference K_TIMESTAMP MemberReference FOLLOW_K_TIMESTAMP_in_usingClauseObjective3457 match IfStatement MemberReference state failed ReturnStatement End StatementExpression MethodInvocation MemberReference FOLLOW_intValue_in_usingClauseObjective3461 pushFollow StatementExpression Assignment MemberReference ts MethodInvocation intValue = StatementExpression MemberReference -- state _fsp IfStatement MemberReference state failed ReturnStatement End IfStatement BinaryOperation == MemberReference state backtracking Literal 0 BlockStatement StatementExpression Assignment MemberReference attrs timestamp MemberReference ts = End SwitchStatementCase Literal 2 BlockStatement StatementExpression MethodInvocation MemberReference input MemberReference K_TTL MemberReference FOLLOW_K_TTL_in_usingClauseObjective3471 match IfStatement MemberReference state failed ReturnStatement End StatementExpression MethodInvocation MemberReference FOLLOW_intValue_in_usingClauseObjective3475 pushFollow StatementExpression Assignment MemberReference t MethodInvocation intValue = StatementExpression MemberReference -- state _fsp IfStatement MemberReference state failed ReturnStatement End IfStatement BinaryOperation == MemberReference state backtracking Literal 0 BlockStatement StatementExpression Assignment MemberReference attrs timeToLive MemberReference t = End End CatchClause CatchClauseParameter RecognitionException re,3,1,0,1,1,2
5739,flink-core-1.11.2,DoubleValue,CO_COMPARETO_INCORRECT_FLOATING,BAD_PRACTICE,2,101,101,false,,5,2,0,0,1,2
3031,cassandra-all-3.0.22,SingleColumnRestriction,BC_UNCONFIRMED_CAST,STYLE,3,472,472,false,MethodDeclaration Modifier final public ReferenceType IndexName indexName RecognitionException StatementExpression Assignment MemberReference name ClassCreator ReferenceType IndexName = TryStatement BlockStatement StatementExpression Assignment MemberReference alt143 MethodInvocation dfa143 MemberReference input predict = SwitchStatement MemberReference alt143 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_ksName_in_indexName7645 pushFollow StatementExpression MethodInvocation MemberReference name ksName StatementExpression MemberReference -- state _fsp StatementExpression MethodInvocation MemberReference input Literal 177 MemberReference FOLLOW_177_in_indexName7648 match End CatchClause CatchClauseParameter RecognitionException re,5,2,0,1,1,3
5722,flink-core-1.11.2,ByteValueComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,76,76,false,,5,2,0,1,1,2
1473,camel-core-2.25.2,PredicateValidatorDefinition,BC_VACUOUS_INSTANCEOF,STYLE,2,65,65,true,"MethodDeclaration Modifier static public exec FormalParameter ReferenceType ProcessBuilder pb IOException LocalVariableDeclaration ReferenceType Process VariableDeclarator p MethodInvocation pb start TryStatement LocalVariableDeclaration BasicType int VariableDeclarator errCode MethodInvocation p waitFor IfStatement BinaryOperation != MemberReference errCode Literal 0 BlockStatement TryStatement TryResource ReferenceType BufferedReader in ClassCreator ReferenceType BufferedReader ClassCreator ReferenceType InputStreamReader MethodInvocation p getInputStream ThrowStatement ClassCreator ReferenceType IOException BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + BinaryOperation + Literal ""Exception while executing the command: "" MethodInvocation StringUtils MethodInvocation pb command Literal "" "" join Literal "", command error Code: "" MemberReference errCode Literal "", command output: "" MethodInvocation sb toString End CatchClause CatchClauseParameter InterruptedException e",4,1,1,0,2,2
1797,cassandra-all-2.1.21,ColumnFamilyRecordWriter,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,STYLE,3,196,196,false,MethodDeclaration Modifier protected processAsyncErrorHandler FormalParameter Modifier final ReferenceType Exchange exchange FormalParameter Modifier final ReferenceType AsyncCallback callback FormalParameter Modifier final ReferenceType RedeliveryData data IfStatement MethodInvocation ! MemberReference data isRunAllowed BlockStatement End LocalVariableDeclaration BasicType boolean VariableDeclarator handle MethodInvocation MemberReference exchange shouldHandleException IfStatement MemberReference handle BlockStatement StatementExpression MethodInvocation MemberReference exchange MemberReference data MethodInvocation isDeadLetterChannel handleException End LocalVariableDeclaration BasicType boolean VariableDeclarator exhausted MethodInvocation MemberReference exchange MemberReference data isExhausted IfStatement MemberReference exhausted BlockStatement End IfStatement BinaryOperation > MemberReference data redeliveryCounter Literal 0 BlockStatement LocalVariableDeclaration ReferenceType AsyncRedeliveryTask VariableDeclarator task ClassCreator ReferenceType AsyncRedeliveryTask MemberReference exchange MemberReference callback MemberReference data StatementExpression Assignment MemberReference data redeliveryDelay MethodInvocation MemberReference exchange MemberReference data currentRedeliveryPolicy MemberReference data redeliveryDelay MemberReference data redeliveryCounter determineRedeliveryDelay = IfStatement BinaryOperation > MemberReference data redeliveryDelay Literal 0 BlockStatement BlockStatement StatementExpression MethodInvocation executorService MemberReference task submit End End,11,6,3,3,5,6
5911,flink-core-1.6.4,BasicTypeComparator,RV_NEGATING_RESULT_OF_COMPARETO,BAD_PRACTICE,2,70,70,false,,5,2,0,1,1,2
2446,cassandra-all-2.2.18,NodeTool,DM_DEFAULT_ENCODING,I18N,1,287,287,false,MethodDeclaration Modifier final public relationOrExpression FormalParameter ReferenceType WhereClause ReferenceType Builder clause RecognitionException TryStatement LocalVariableDeclaration BasicType int VariableDeclarator LA19_0 MethodInvocation input Literal 1 LA IfStatement BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation || BinaryOperation == MemberReference LA19_0 MemberReference EMPTY_QUOTED_NAME BinaryOperation == MemberReference LA19_0 MemberReference IDENT BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_AGGREGATE BinaryOperation <= MemberReference LA19_0 MemberReference K_ALL BinaryOperation == MemberReference LA19_0 MemberReference K_AS BinaryOperation == MemberReference LA19_0 MemberReference K_ASCII BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_BIGINT BinaryOperation <= MemberReference LA19_0 MemberReference K_BOOLEAN BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_CALLED BinaryOperation <= MemberReference LA19_0 MemberReference K_CLUSTERING BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_COMPACT BinaryOperation <= MemberReference LA19_0 MemberReference K_COUNTER BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_CUSTOM BinaryOperation <= MemberReference LA19_0 MemberReference K_DECIMAL BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_DISTINCT BinaryOperation <= MemberReference LA19_0 MemberReference K_DOUBLE BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_EXISTS BinaryOperation <= MemberReference LA19_0 MemberReference K_FLOAT BinaryOperation == MemberReference LA19_0 MemberReference K_FROZEN BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_FUNCTION BinaryOperation <= MemberReference LA19_0 MemberReference K_FUNCTIONS BinaryOperation == MemberReference LA19_0 MemberReference K_INET BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_INITCOND BinaryOperation <= MemberReference LA19_0 MemberReference K_INPUT BinaryOperation == MemberReference LA19_0 MemberReference K_INT BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_JSON BinaryOperation <= MemberReference LA19_0 MemberReference K_KEYS BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_KEYSPACES BinaryOperation <= MemberReference LA19_0 MemberReference K_LANGUAGE BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_LIST BinaryOperation <= MemberReference LA19_0 MemberReference K_MAP BinaryOperation == MemberReference LA19_0 MemberReference K_NOLOGIN BinaryOperation == MemberReference LA19_0 MemberReference K_NOSUPERUSER BinaryOperation == MemberReference LA19_0 MemberReference K_OPTIONS BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_PASSWORD BinaryOperation <= MemberReference LA19_0 MemberReference K_PERMISSIONS BinaryOperation == MemberReference LA19_0 MemberReference K_RETURNS BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_ROLE BinaryOperation <= MemberReference LA19_0 MemberReference K_ROLES BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_SFUNC BinaryOperation <= MemberReference LA19_0 MemberReference K_TINYINT BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_TOKEN BinaryOperation <= MemberReference LA19_0 MemberReference K_TRIGGER BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_TTL BinaryOperation <= MemberReference LA19_0 MemberReference K_TYPE BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_USER BinaryOperation <= MemberReference LA19_0 MemberReference K_USERS BinaryOperation && BinaryOperation >= MemberReference LA19_0 MemberReference K_UUID BinaryOperation <= MemberReference LA19_0 MemberReference K_VARINT BinaryOperation == MemberReference LA19_0 MemberReference K_WRITETIME BinaryOperation == MemberReference LA19_0 MemberReference QUOTED_NAME BinaryOperation == MemberReference LA19_0 Literal 172 BlockStatement IfStatement BinaryOperation == MemberReference LA19_0 Literal 188 BlockStatement End End SwitchStatement MemberReference alt19 SwitchStatementCase Literal 1 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_relation_in_relationOrExpression1703 pushFollow StatementExpression MethodInvocation MemberReference clause relation StatementExpression MemberReference -- state _fsp BreakStatement SwitchStatementCase Literal 2 BlockStatement StatementExpression MethodInvocation MemberReference FOLLOW_customIndexExpression_in_relationOrExpression1712 pushFollow StatementExpression MethodInvocation MemberReference clause customIndexExpression StatementExpression MemberReference -- state _fsp End CatchClause CatchClauseParameter RecognitionException re,6,3,1,1,2,3
